ID,Soil_pH,Organic_C (%),Total_N (%),C_N_Ratio,Land_Use_Type,Soil_Depth_cm,Bacteria_Abundance (%),Fungi_Abundance (%),β_Glucosidase (µmol/g/h),Urease (µmol/g/h),CO2_Emission (µg/g/day),NH4_Nitrate (µg/g)
91783,5.78,3.48,0.198,17.6,Monoculture,0–10,53.78,20.55,5.78,13.91,57.4,218.2
91784,6.29,1.87,0.145,12.9,Monoculture,0–10,33.76,48.53,4.45,10.58,49.38,165.24
91785,6.67,3.73,0.184,20.3,Monoculture,10–20,55.0,24.29,5.98,13.06,58.5,203.83
91786,6.42,3.06,0.125,24.5,Monoculture,10–20,48.44,44.4,5.51,9.51,55.41,145.43
91787,5.77,2.89,0.18,16.1,Organic,10–20,45.17,28.68,5.31,12.76,54.46,200.11
91788,7.08,3.98,0.101,39.4,Organic,10–20,34.3,42.63,6.12,7.97,59.87,121.32
91789,6.87,4.35,0.119,36.6,Monoculture,10–20,44.75,30.42,6.45,9.09,61.78,139.29
91790,7.38,3.13,0.154,20.3,Organic,10–20,30.6,48.14,5.54,11.23,55.66,173.98
91791,6.21,2.07,0.244,8.5,Monoculture,10–20,47.66,41.56,4.64,16.7,50.34,264.01
91792,6.36,1.78,0.122,14.6,Organic,10–20,43.03,30.29,4.38,9.24,49.0,141.92
91793,6.2,2.1,0.103,20.4,Monoculture,0–10,50.14,31.94,4.63,8.18,50.37,123.39
91794,5.63,2.31,0.185,12.5,Monoculture,0–10,51.38,23.65,4.81,13.01,51.52,204.68
91795,5.61,4.09,0.077,53.1,Traditional,0–10,31.93,48.03,6.25,6.63,60.56,96.85
91796,7.02,2.27,0.068,33.4,Monoculture,0–10,57.59,45.77,4.85,6.08,51.42,88.27
91797,6.07,4.16,0.178,23.4,Monoculture,10–20,38.2,26.85,6.33,12.59,60.86,198.03
91798,6.47,4.0,0.115,34.8,Organic,10–20,46.67,49.53,6.26,9.02,60.15,135.1
91799,7.46,2.76,0.134,20.6,Organic,10–20,38.38,46.86,5.19,10.11,53.87,154.11
91800,5.54,1.92,0.161,11.9,Traditional,0–10,33.23,39.27,4.5,11.59,49.83,181.14
91801,6.54,2.66,0.084,31.7,Organic,0–10,43.25,39.76,5.21,6.97,53.21,103.89
91802,6.54,4.38,0.103,42.5,Monoculture,0–10,48.52,31.21,6.45,8.2,61.82,123.07
91803,7.5,1.93,0.163,11.8,Monoculture,10–20,53.45,30.13,4.58,11.79,49.62,183.22
91804,7.17,3.0,0.187,16.0,Organic,0–10,57.01,43.83,5.35,13.2,55.06,206.79
91805,5.63,1.18,0.152,7.8,Traditional,0–10,45.61,35.95,3.89,11.17,45.87,171.76
91806,5.81,2.09,0.227,9.2,Organic,0–10,51.13,37.63,4.72,15.65,50.68,247.03
91807,5.57,4.17,0.167,25.0,Monoculture,10–20,35.33,41.89,6.32,12.1,60.94,187.27
91808,5.89,3.63,0.114,31.8,Traditional,10–20,45.76,22.01,5.85,8.85,58.1,133.88
91809,5.92,4.25,0.098,43.4,Traditional,10–20,52.84,32.83,6.35,7.88,61.54,118.14
91810,5.68,2.4,0.229,10.5,Monoculture,10–20,40.52,44.45,4.94,15.78,52.09,248.85
91811,6.55,4.08,0.109,37.4,Traditional,0–10,40.2,36.72,6.19,8.56,60.44,129.14
91812,7.45,3.35,0.112,29.9,Organic,10–20,34.19,39.97,5.67,8.7,56.78,131.46
91813,7.11,4.0,0.157,25.5,Traditional,0–10,31.89,47.62,6.22,11.33,59.81,176.73
91814,5.91,4.29,0.229,18.7,Traditional,10–20,47.42,42.59,6.4,15.8,61.51,249.04
91815,7.07,3.53,0.073,48.4,Monoculture,0–10,40.35,33.7,5.72,6.33,57.52,92.66
91816,7.46,4.05,0.157,25.8,Monoculture,0–10,37.56,47.01,6.26,11.42,60.28,177.19
91817,7.17,3.08,0.163,18.9,Traditional,10–20,43.2,49.94,5.39,11.8,55.3,183.13
91818,6.44,2.48,0.136,18.2,Organic,0–10,52.21,27.47,4.96,10.09,52.33,156.3
91819,6.04,1.52,0.063,24.1,Monoculture,10–20,47.36,44.45,4.17,5.75,47.71,83.24
91820,7.0,1.03,0.123,8.4,Monoculture,10–20,56.13,47.24,3.8,9.36,45.12,143.37
91821,7.07,1.87,0.183,10.2,Traditional,10–20,34.68,42.24,4.55,13.01,49.31,203.04
91822,6.09,2.29,0.185,12.4,Traditional,0–10,57.71,38.0,4.76,13.13,51.4,204.88
91823,5.95,2.12,0.054,39.3,Monoculture,0–10,49.13,43.67,4.65,5.3,50.62,74.0
91824,6.84,4.14,0.247,16.8,Organic,0–10,33.33,22.43,6.33,16.82,60.63,267.04
91825,7.28,1.82,0.135,13.5,Organic,10–20,52.94,45.45,4.34,10.12,49.15,155.19
91826,5.54,3.56,0.16,22.2,Organic,10–20,35.06,29.84,5.87,11.61,57.75,180.5
91827,7.47,1.67,0.069,24.2,Monoculture,0–10,44.59,23.3,4.32,6.09,48.13,89.14
91828,5.88,4.11,0.209,19.7,Traditional,0–10,55.0,34.37,6.28,14.58,60.7,229.14
91829,6.2,1.63,0.219,7.4,Monoculture,10–20,45.99,35.74,4.2,15.17,48.09,239.01
91830,5.61,4.38,0.166,26.4,Organic,0–10,56.93,22.23,6.46,11.86,61.98,185.99
91831,5.61,2.3,0.194,11.9,Monoculture,10–20,42.09,37.49,4.84,13.62,51.52,213.69
91832,6.05,3.97,0.226,17.6,Monoculture,10–20,46.6,22.91,6.22,15.6,59.85,246.49
91833,6.63,1.89,0.108,17.5,Traditional,10–20,47.35,35.66,4.56,8.51,49.54,127.79
91834,7.3,3.32,0.092,36.1,Organic,10–20,51.21,20.55,5.56,7.49,56.55,111.75
91835,5.64,3.3,0.072,45.8,Monoculture,10–20,55.37,34.51,5.57,6.23,56.6,92.06
91836,6.59,3.22,0.215,15.0,Monoculture,0–10,59.64,24.39,5.6,14.92,56.03,234.96
91837,6.33,2.72,0.199,13.7,Organic,0–10,52.61,25.76,5.21,13.96,53.51,219.33
91838,7.48,4.28,0.111,38.6,Traditional,0–10,33.06,47.05,6.42,8.66,61.35,130.96
91839,5.87,2.62,0.126,20.8,Monoculture,10–20,38.02,36.72,5.06,9.57,52.97,146.12
91840,6.24,3.31,0.246,13.5,Organic,10–20,48.43,26.31,5.63,16.79,56.49,265.98
91841,5.57,3.33,0.16,20.8,Traditional,10–20,47.1,49.62,5.54,11.64,56.6,180.27
91842,7.33,3.25,0.214,15.2,Traditional,10–20,55.05,35.38,5.57,14.81,56.29,234.29
91843,6.74,3.27,0.125,26.2,Organic,10–20,45.67,36.67,5.62,9.57,56.51,145.01
91844,6.68,1.84,0.086,21.4,Monoculture,10–20,32.96,44.85,4.55,7.12,49.2,106.25
91845,5.6,1.29,0.107,12.1,Monoculture,10–20,56.55,32.37,4.08,8.39,46.33,126.98
91846,5.7,4.36,0.168,26.0,Organic,0–10,59.35,24.54,6.54,12.15,61.73,188.43
91847,7.08,2.44,0.05,48.8,Monoculture,10–20,37.78,25.11,4.93,5.02,52.11,69.83
91848,6.6,2.84,0.247,11.5,Monoculture,0–10,52.43,36.09,5.26,16.88,54.23,267.5
91849,5.9,2.65,0.074,35.8,Traditional,0–10,49.65,23.51,5.05,6.42,53.33,93.94
91850,6.6,2.54,0.081,31.4,Monoculture,10–20,30.43,49.54,5.06,6.9,52.75,101.04
91851,7.44,4.17,0.211,19.8,Monoculture,10–20,52.79,31.74,6.39,14.67,60.64,230.91
91852,5.71,2.05,0.061,33.6,Organic,10–20,40.59,26.4,4.67,5.62,50.28,81.07
91853,7.44,1.54,0.21,7.3,Traditional,10–20,53.92,31.73,4.27,14.68,47.62,229.98
91854,7.05,1.26,0.239,5.3,Monoculture,0–10,33.18,20.56,4.05,16.32,46.37,258.83
91855,5.79,4.23,0.149,28.4,Organic,10–20,56.23,31.08,6.43,11.02,61.19,169.13
91856,7.13,3.19,0.188,17.0,Traditional,0–10,41.2,36.19,5.58,13.33,55.87,207.85
91857,6.99,1.34,0.202,6.6,Monoculture,10–20,46.69,26.59,4.06,14.13,46.77,221.79
91858,6.65,2.94,0.183,16.1,Monoculture,10–20,40.61,24.79,5.33,12.98,54.66,203.15
91859,7.05,2.63,0.179,14.7,Monoculture,10–20,37.2,25.48,5.02,12.77,53.25,198.95
91860,5.78,4.37,0.052,84.0,Traditional,0–10,46.53,25.65,6.56,5.15,61.86,72.13
91861,6.94,2.86,0.054,53.0,Traditional,10–20,59.19,42.88,5.27,5.2,54.28,73.98
91862,6.78,4.37,0.195,22.4,Traditional,10–20,36.44,40.35,6.56,13.76,61.9,214.95
91863,6.07,3.5,0.116,30.2,Organic,10–20,46.99,34.35,5.84,9.0,57.6,136.14
91864,6.88,3.46,0.147,23.5,Traditional,0–10,39.64,40.57,5.78,10.78,57.36,166.93
91865,6.86,1.99,0.135,14.7,Traditional,0–10,55.74,48.17,4.55,10.1,49.99,155.02
91866,5.98,1.38,0.196,7.0,Organic,0–10,47.41,22.09,4.15,13.7,46.99,215.58
91867,5.8,3.0,0.22,13.6,Traditional,10–20,47.21,32.84,5.44,15.21,55.01,240.0
91868,6.22,2.61,0.075,34.8,Traditional,10–20,32.45,20.49,5.11,6.38,53.14,94.84
91869,6.3,4.33,0.165,26.2,Monoculture,10–20,52.0,43.01,6.52,11.95,61.58,184.82
91870,7.15,1.7,0.1,17.0,Monoculture,0–10,35.34,25.16,4.39,7.97,48.57,120.13
91871,6.37,1.65,0.076,21.7,Traditional,0–10,40.69,22.95,4.39,6.53,48.13,96.37
91872,6.97,1.61,0.194,8.3,Monoculture,0–10,37.1,21.81,4.34,13.58,47.92,214.06
91873,6.43,1.58,0.114,13.9,Organic,0–10,52.96,34.42,4.23,8.81,47.78,133.99
91874,5.63,2.09,0.133,15.7,Organic,0–10,56.57,25.33,4.65,9.91,50.2,152.62
91875,6.81,2.89,0.159,18.2,Organic,10–20,31.78,34.18,5.4,11.59,54.36,179.0
91876,7.29,4.03,0.08,50.4,Monoculture,10–20,51.78,38.73,6.31,6.73,60.13,99.97
91877,6.54,4.32,0.182,23.7,Monoculture,10–20,55.49,48.88,6.45,12.88,61.45,201.94
91878,6.9,3.95,0.22,18.0,Monoculture,10–20,45.14,31.8,6.25,15.13,59.75,240.0
91879,7.06,1.83,0.154,11.9,Monoculture,0–10,42.31,42.79,4.43,11.16,49.25,173.92
91880,6.43,2.64,0.212,12.5,Organic,0–10,52.54,24.6,5.13,14.7,53.33,231.89
91881,6.0,1.47,0.144,10.2,Monoculture,10–20,48.72,32.75,4.15,10.67,47.3,164.15
91882,7.22,3.32,0.174,19.1,Monoculture,10–20,48.2,26.74,5.67,12.44,56.58,194.39
91883,7.16,1.09,0.179,6.1,Traditional,0–10,39.65,48.53,3.82,12.78,45.41,198.47
91884,7.22,2.28,0.092,24.8,Organic,0–10,50.16,44.68,4.82,7.56,51.32,111.98
91885,7.15,3.24,0.239,13.6,Organic,10–20,54.14,23.12,5.53,16.37,56.22,258.62
91886,5.77,3.64,0.245,14.9,Monoculture,0–10,37.54,39.22,5.91,16.67,58.32,264.86
91887,6.33,4.34,0.12,36.2,Traditional,0–10,30.46,32.79,6.43,9.29,61.75,140.04
91888,5.88,3.65,0.219,16.7,Traditional,0–10,54.42,33.18,5.96,15.24,58.15,239.03
91889,5.81,2.07,0.054,38.3,Organic,0–10,45.79,42.08,4.69,5.26,50.35,74.07
91890,7.06,3.24,0.177,18.3,Traditional,0–10,40.3,25.98,5.66,12.59,56.26,197.21
91891,6.46,3.6,0.206,17.5,Monoculture,10–20,51.67,27.23,5.82,14.45,58.01,226.26
91892,5.68,3.7,0.112,33.0,Traditional,10–20,35.54,24.6,6.01,8.72,58.37,131.97
91893,6.31,1.35,0.201,6.7,Traditional,0–10,39.96,45.13,4.03,14.1,46.76,220.62
91894,7.49,3.69,0.136,27.1,Organic,10–20,54.73,40.97,5.86,10.11,58.56,155.81
91895,5.92,1.42,0.15,9.5,Traditional,10–20,42.11,32.1,4.16,11.04,46.94,170.2
91896,6.29,3.26,0.239,13.6,Monoculture,0–10,39.44,46.41,5.67,16.34,56.31,258.73
91897,6.69,3.65,0.063,57.9,Monoculture,10–20,40.85,34.32,5.92,5.82,58.28,82.93
91898,5.9,4.1,0.097,42.3,Organic,0–10,31.76,34.69,6.22,7.86,60.37,116.69
91899,7.44,1.11,0.174,6.4,Traditional,10–20,59.19,44.61,3.91,12.5,45.7,193.62
91900,6.77,4.1,0.237,17.3,Traditional,10–20,54.14,44.27,6.37,16.3,60.48,257.15
91901,5.96,2.72,0.24,11.3,Traditional,10–20,41.75,21.31,5.24,16.4,53.54,259.87
91902,6.39,3.99,0.207,19.3,Monoculture,10–20,55.61,28.34,6.21,14.44,60.02,226.91
91903,6.22,2.57,0.145,17.7,Organic,10–20,49.16,48.43,5.0,10.7,52.72,165.34
91904,5.74,1.74,0.112,15.5,Monoculture,0–10,46.26,42.46,4.38,8.7,48.76,132.05
91905,6.07,2.7,0.077,35.1,Monoculture,0–10,51.55,45.44,5.17,6.61,53.59,96.99
91906,6.61,3.44,0.129,26.7,Traditional,10–20,33.32,48.96,5.77,9.78,57.24,148.96
91907,5.68,4.26,0.149,28.6,Monoculture,0–10,41.3,46.59,6.44,10.86,61.3,168.93
91908,5.6,2.98,0.102,29.2,Monoculture,10–20,32.12,21.81,5.38,8.09,54.8,122.34
91909,6.58,2.99,0.219,13.7,Organic,0–10,32.03,40.99,5.35,15.1,55.01,239.3
91910,6.37,1.84,0.159,11.6,Traditional,0–10,30.43,47.02,4.49,11.51,49.22,179.06
91911,5.88,3.66,0.125,29.3,Monoculture,0–10,54.82,27.41,5.85,9.48,58.17,144.87
91912,6.93,1.83,0.07,26.1,Organic,10–20,57.57,24.6,4.42,6.23,49.23,90.08
91913,5.68,2.83,0.238,11.9,Organic,0–10,42.65,26.94,5.28,16.2,54.08,257.94
91914,6.04,1.69,0.138,12.2,Traditional,10–20,33.29,45.16,4.33,10.31,48.46,157.89
91915,5.7,2.83,0.149,19.0,Monoculture,0–10,34.08,34.17,5.33,10.96,54.13,169.24
91916,6.96,3.2,0.198,16.2,Monoculture,10–20,56.74,30.36,5.51,13.89,55.99,218.17
91917,6.77,3.78,0.21,18.0,Monoculture,0–10,53.45,34.14,6.04,14.67,58.9,229.88
91918,5.88,3.75,0.106,35.4,Monoculture,0–10,49.38,26.65,6.03,8.34,58.75,126.46
91919,6.61,2.97,0.206,14.4,Traditional,0–10,48.61,34.8,5.39,14.37,54.65,225.96
91920,6.89,3.38,0.104,32.5,Monoculture,10–20,51.21,32.9,5.68,8.26,57.07,124.25
91921,5.57,4.29,0.119,36.1,Monoculture,10–20,49.81,38.02,6.37,9.16,61.42,138.97
91922,6.83,3.33,0.24,13.9,Monoculture,10–20,32.35,27.15,5.7,16.47,56.71,259.84
91923,6.12,2.04,0.212,9.6,Organic,10–20,58.27,21.93,4.58,14.73,50.07,231.77
91924,5.77,4.1,0.146,28.1,Organic,0–10,50.21,20.89,6.37,10.81,60.43,165.9
91925,7.14,3.12,0.078,40.0,Traditional,10–20,41.01,41.93,5.41,6.65,55.63,97.92
91926,6.71,1.11,0.173,6.4,Monoculture,0–10,31.34,22.79,3.9,12.3,45.41,192.87
91927,6.59,4.49,0.161,27.9,Traditional,10–20,44.3,34.74,6.54,11.63,62.51,181.31
91928,7.17,1.69,0.1,16.9,Organic,0–10,54.88,42.34,4.4,8.02,48.59,120.04
91929,6.03,1.88,0.082,22.9,Organic,10–20,34.4,32.47,4.43,6.84,49.4,101.96
91930,5.53,3.74,0.078,47.9,Monoculture,10–20,43.79,24.4,6.04,6.71,58.69,97.97
91931,7.4,3.55,0.163,21.8,Traditional,10–20,58.84,42.82,5.79,11.8,57.76,183.18
91932,6.03,2.39,0.187,12.8,Monoculture,0–10,46.01,20.32,4.96,13.18,52.05,207.28
91933,6.77,3.48,0.118,29.5,Monoculture,0–10,38.62,20.48,5.82,9.11,57.6,138.27
91934,7.45,3.47,0.081,42.8,Traditional,0–10,30.87,45.65,5.73,6.87,57.32,101.07
91935,5.97,4.1,0.15,27.3,Monoculture,0–10,34.38,22.27,6.26,11.06,60.39,169.9
91936,7.49,4.4,0.079,55.7,Monoculture,10–20,40.47,49.1,6.55,6.8,61.91,98.95
91937,6.58,1.41,0.059,23.9,Traditional,0–10,44.01,33.69,4.09,5.49,46.96,79.11
91938,7.42,1.86,0.18,10.3,Traditional,0–10,43.06,26.07,4.45,12.83,49.33,200.14
91939,5.67,1.79,0.052,34.4,Traditional,0–10,35.69,32.36,4.48,5.06,49.08,72.19
91940,6.56,3.86,0.097,39.8,Monoculture,10–20,34.74,44.29,6.18,7.82,59.17,116.92
91941,7.39,3.55,0.147,24.1,Traditional,0–10,54.41,49.04,5.75,10.78,57.82,167.0
91942,5.81,1.44,0.215,6.7,Organic,0–10,34.36,46.99,4.16,14.86,47.18,235.18
91943,6.05,1.81,0.165,11.0,Monoculture,0–10,58.12,47.18,4.48,11.9,49.0,185.07
91944,5.92,2.85,0.057,50.0,Organic,10–20,41.0,39.87,5.33,5.45,54.34,76.76
91945,7.43,2.71,0.073,37.1,Monoculture,10–20,41.41,45.77,5.13,6.37,53.61,92.72
91946,6.03,4.49,0.166,27.0,Organic,10–20,48.0,26.91,6.61,11.99,62.3,186.06
91947,5.74,3.21,0.224,14.3,Traditional,0–10,41.03,47.1,5.5,15.43,56.23,244.07
91948,7.09,1.5,0.091,16.5,Organic,10–20,58.62,47.51,4.2,7.51,47.31,110.81
91949,6.53,4.02,0.08,50.2,Traditional,10–20,31.86,39.94,6.09,6.81,60.02,100.13
91950,6.68,1.62,0.196,8.3,Monoculture,10–20,57.05,24.68,4.29,13.75,48.15,215.83
91951,6.71,2.12,0.213,10.0,Traditional,10–20,52.58,27.5,4.71,14.79,50.64,232.88
91952,6.73,2.39,0.247,9.7,Traditional,10–20,44.17,20.08,4.92,16.91,52.1,266.82
91953,6.41,4.21,0.068,61.9,Organic,0–10,57.51,37.97,6.41,6.1,61.26,88.16
91954,7.45,1.27,0.104,12.2,Organic,10–20,49.35,42.89,4.06,8.29,46.26,123.81
91955,5.85,2.53,0.072,35.1,Traditional,0–10,35.9,40.65,4.99,6.32,52.54,92.06
91956,7.42,1.62,0.175,9.3,Traditional,0–10,50.91,33.7,4.27,12.47,48.08,194.78
91957,6.08,3.38,0.055,61.5,Organic,10–20,33.13,35.21,5.79,5.32,56.74,74.93
91958,5.88,2.44,0.073,33.4,Traditional,0–10,54.19,34.95,4.99,6.32,52.14,93.25
91959,6.75,1.53,0.056,27.3,Traditional,10–20,45.11,26.53,4.21,5.34,47.57,76.41
91960,7.28,4.11,0.104,39.5,Organic,10–20,57.25,47.27,6.31,8.24,60.64,123.72
91961,6.23,2.16,0.148,14.6,Traditional,0–10,36.97,27.22,4.78,10.9,50.8,168.17
91962,5.65,3.84,0.149,25.8,Organic,10–20,35.48,40.14,6.06,10.94,59.18,169.16
91963,6.57,1.3,0.118,11.0,Monoculture,10–20,54.36,20.13,4.0,9.12,46.31,137.99
91964,7.47,3.28,0.162,20.2,Organic,10–20,58.79,49.74,5.56,11.62,56.37,181.75
91965,6.28,2.02,0.105,19.2,Traditional,0–10,57.91,26.56,4.63,8.27,49.87,125.09
91966,5.54,3.52,0.164,21.5,Traditional,10–20,33.56,31.4,5.81,11.86,57.74,184.05
91967,6.5,3.41,0.085,40.1,Organic,10–20,32.96,32.73,5.76,7.09,57.03,105.3
91968,6.27,4.39,0.215,20.4,Traditional,10–20,33.34,23.83,6.49,14.93,61.98,234.8
91969,5.63,1.9,0.207,9.2,Traditional,0–10,55.28,24.3,4.5,14.37,49.63,227.22
91970,7.25,2.09,0.13,16.1,Monoculture,10–20,46.13,22.0,4.74,9.85,50.42,149.98
91971,6.74,1.96,0.073,26.8,Monoculture,0–10,47.49,42.28,4.54,6.42,49.92,93.35
91972,5.81,1.47,0.17,8.6,Traditional,10–20,40.72,37.09,4.12,12.12,47.31,190.23
91973,7.35,4.18,0.183,22.8,Organic,10–20,44.01,35.1,6.34,13.02,60.99,203.06
91974,6.65,3.15,0.187,16.8,Organic,0–10,43.48,21.17,5.55,13.24,55.92,206.5
91975,6.88,2.86,0.226,12.7,Monoculture,0–10,50.08,37.03,5.27,15.53,54.43,246.07
91976,6.67,4.4,0.129,34.1,Traditional,0–10,45.01,41.8,6.52,9.77,62.0,149.19
91977,7.46,2.9,0.092,31.5,Monoculture,10–20,57.82,23.38,5.38,7.61,54.24,111.93
91978,7.28,3.62,0.071,51.0,Organic,0–10,53.43,31.64,5.93,6.24,58.29,90.72
91979,5.53,4.32,0.054,80.0,Organic,10–20,33.53,28.79,6.44,5.14,61.58,73.99
91980,5.53,3.07,0.208,14.8,Traditional,0–10,51.7,43.46,5.48,14.49,55.57,228.04
91981,6.48,1.43,0.216,6.6,Traditional,0–10,39.44,28.41,4.24,14.96,47.12,235.92
91982,6.13,3.96,0.122,32.5,Organic,10–20,32.09,43.77,6.11,9.37,59.87,142.04
91983,6.58,1.36,0.095,14.3,Organic,10–20,35.05,42.69,4.12,7.64,46.78,114.98
91984,6.18,4.31,0.192,22.4,Organic,0–10,33.61,35.04,6.43,13.58,61.53,212.12
91985,7.26,2.56,0.191,13.4,Traditional,10–20,53.02,36.79,5.09,13.43,52.74,211.11
91986,5.84,3.41,0.168,20.3,Monoculture,10–20,52.76,29.09,5.76,12.09,57.02,187.92
91987,5.61,3.97,0.112,35.4,Monoculture,0–10,37.79,49.43,6.18,8.65,59.91,132.26
91988,6.19,1.58,0.089,17.8,Traditional,0–10,32.87,20.66,4.23,7.3,48.01,108.85
91989,5.78,2.16,0.063,34.3,Traditional,10–20,32.87,39.11,4.68,5.79,50.81,82.98
91990,6.68,3.34,0.193,17.3,Organic,10–20,37.59,28.2,5.71,13.56,56.69,212.61
91991,6.44,3.83,0.103,37.2,Organic,10–20,41.86,31.33,6.08,8.06,59.14,122.97
91992,6.92,2.51,0.095,26.4,Organic,0–10,33.82,39.08,4.99,7.7,52.45,115.21
91993,5.65,3.94,0.094,41.9,Organic,10–20,36.0,23.14,6.06,7.71,59.74,113.8
91994,7.01,4.49,0.237,18.9,Traditional,10–20,30.68,21.24,6.54,16.17,62.37,256.85
91995,6.05,3.6,0.23,15.7,Traditional,10–20,51.01,25.56,5.88,15.77,57.88,250.09
91996,6.84,2.54,0.243,10.5,Traditional,10–20,31.67,24.16,5.02,16.57,52.58,263.03
91997,6.08,2.62,0.232,11.3,Monoculture,10–20,54.0,44.38,5.1,15.98,53.16,251.61
91998,7.17,3.54,0.085,41.6,Traditional,10–20,39.75,21.03,5.92,7.16,57.77,104.87
91999,7.17,4.32,0.089,48.5,Traditional,0–10,53.63,32.77,6.43,7.29,61.79,108.91
92000,6.11,2.37,0.177,13.4,Traditional,10–20,52.57,48.7,4.93,12.57,51.88,197.07
92001,7.32,2.03,0.224,9.1,Monoculture,10–20,56.72,48.08,4.59,15.44,50.04,244.15
92002,6.14,1.25,0.186,6.7,Organic,10–20,48.83,27.35,4.08,13.19,46.13,205.77
92003,7.29,2.01,0.181,11.1,Organic,10–20,48.1,47.33,4.62,12.84,50.13,201.25
92004,5.89,1.8,0.211,8.5,Traditional,0–10,36.68,24.05,4.37,14.7,49.14,231.41
92005,6.08,2.91,0.106,27.5,Traditional,10–20,36.3,24.52,5.38,8.3,54.75,126.47
92006,7.27,3.43,0.213,16.1,Organic,10–20,44.48,40.94,5.79,14.8,57.05,233.03
92007,5.66,3.17,0.096,33.0,Monoculture,0–10,45.94,24.09,5.57,7.78,55.82,115.85
92008,6.9,1.24,0.165,7.5,Monoculture,0–10,52.86,27.81,3.97,11.84,46.35,184.95
92009,6.86,3.44,0.158,21.8,Traditional,0–10,35.4,48.63,5.74,11.42,57.05,178.07
92010,7.44,3.73,0.133,28.0,Traditional,10–20,47.15,21.44,6.07,9.98,58.72,152.96
92011,7.44,2.7,0.23,11.7,Traditional,0–10,30.9,33.83,5.14,15.79,53.38,250.13
92012,6.46,3.51,0.156,22.5,Organic,10–20,58.27,39.74,5.75,11.43,57.67,176.28
92013,6.82,3.61,0.225,16.0,Monoculture,0–10,48.44,29.9,5.9,15.46,57.98,244.9
92014,5.81,2.08,0.217,9.6,Traditional,0–10,44.81,36.91,4.64,15.02,50.17,236.59
92015,5.95,1.05,0.188,5.6,Organic,10–20,46.59,28.8,3.81,13.3,45.2,207.76
92016,6.62,1.95,0.203,9.6,Organic,10–20,50.81,29.8,4.56,14.22,49.78,222.9
92017,5.98,1.22,0.233,5.2,Organic,10–20,30.26,36.69,3.96,15.96,46.15,253.28
92018,5.93,1.9,0.23,8.3,Organic,10–20,59.59,33.3,4.52,15.78,49.48,250.03
92019,5.55,2.08,0.197,10.6,Organic,0–10,33.43,23.77,4.69,13.82,50.42,217.35
92020,5.65,1.97,0.191,10.3,Monoculture,0–10,44.59,47.58,4.55,13.54,49.85,210.72
92021,6.92,4.39,0.231,19.0,Organic,10–20,57.65,32.06,6.53,15.85,61.98,251.14
92022,5.53,1.32,0.125,10.6,Monoculture,0–10,33.13,42.04,4.0,9.53,46.73,145.01
92023,7.29,3.03,0.074,40.9,Traditional,10–20,38.43,39.15,5.4,6.41,55.22,93.71
92024,5.66,3.06,0.173,17.7,Organic,10–20,32.63,43.44,5.4,12.34,55.29,193.36
92025,5.81,2.06,0.189,10.9,Traditional,10–20,58.77,39.05,4.74,13.35,50.28,209.06
92026,6.18,3.8,0.215,17.7,Traditional,10–20,59.77,42.77,6.07,14.95,59.25,234.59
92027,6.95,1.61,0.067,24.0,Monoculture,0–10,46.57,40.24,4.28,6.04,48.15,87.06
92028,6.9,1.66,0.138,12.0,Traditional,10–20,41.97,24.88,4.34,10.26,48.18,158.04
92029,5.99,2.83,0.115,24.6,Monoculture,10–20,59.47,29.54,5.28,8.98,54.12,135.26
92030,6.15,3.16,0.162,19.5,Organic,0–10,42.88,28.06,5.49,11.73,55.78,181.6
92031,7.14,1.46,0.066,22.1,Monoculture,10–20,48.59,39.5,4.11,6.02,47.5,85.82
92032,6.49,2.62,0.076,34.5,Traditional,10–20,38.5,42.94,5.08,6.63,52.93,95.94
92033,6.42,2.32,0.24,9.7,Traditional,10–20,35.12,48.81,4.85,16.37,51.52,259.97
92034,6.77,3.83,0.132,29.0,Monoculture,10–20,33.4,41.56,6.09,9.93,59.03,151.69
92035,6.41,1.84,0.109,16.9,Traditional,10–20,58.9,37.08,4.5,8.53,49.27,129.08
92036,6.37,1.74,0.143,12.2,Traditional,0–10,53.31,29.22,4.47,10.51,48.69,162.88
92037,7.1,4.42,0.156,28.3,Monoculture,0–10,57.82,37.53,6.5,11.36,62.05,175.79
92038,7.36,3.08,0.119,25.9,Organic,10–20,37.47,44.0,5.48,9.18,55.43,139.04
92039,6.6,2.74,0.16,17.1,Monoculture,10–20,42.62,36.96,5.2,11.65,53.75,179.69
92040,6.08,1.74,0.096,18.1,Monoculture,0–10,48.55,33.85,4.46,7.8,48.67,115.95
92041,7.4,3.92,0.242,16.2,Traditional,0–10,42.29,31.19,6.12,16.49,59.74,261.77
92042,6.9,1.33,0.168,7.9,Traditional,10–20,38.53,47.19,3.99,12.07,46.73,188.02
92043,6.81,1.4,0.146,9.6,Traditional,10–20,47.85,49.18,4.11,10.77,47.06,165.88
92044,6.71,2.08,0.239,8.7,Monoculture,0–10,42.49,21.46,4.61,16.35,50.42,258.65
92045,6.98,2.7,0.191,14.1,Organic,10–20,47.84,45.33,5.16,13.55,53.4,211.33
92046,7.05,4.32,0.198,21.8,Organic,10–20,55.46,45.79,6.37,13.83,61.74,217.93
92047,7.08,4.35,0.11,39.5,Traditional,10–20,52.98,23.11,6.41,8.61,61.9,130.2
92048,7.45,1.48,0.161,9.2,Traditional,0–10,43.52,34.35,4.15,11.68,47.42,181.01
